band,bandLabel,personLabel,birthDate,deathDate
http://www.wikidata.org/entity/Q1545459,The Easybeats,Stevie Wright,1947-12-20T00:00:00Z,2015-12-27T00:00:00Z
http://www.wikidata.org/entity/Q1542958,The Charlatans,Tim Burgess,1967-05-30T00:00:00Z,
http://www.wikidata.org/entity/Q925641,Echo & the Bunnymen,Will Sergeant,1958-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q922037,Stam1na,Emil Lähteenmäki,1979-08-07T00:00:00Z,
http://www.wikidata.org/entity/Q921267,Phish,Page McConnell,1963-05-17T00:00:00Z,
http://www.wikidata.org/entity/Q922037,Stam1na,Kai-Pekka Kangasmäki,1985-07-09T00:00:00Z,
http://www.wikidata.org/entity/Q922037,Stam1na,Antti Hyyrynen,1980-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q922037,Stam1na,Pekka Olkkonen,1981-01-29T00:00:00Z,
http://www.wikidata.org/entity/Q922037,Stam1na,Teppo Velin,1980-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q124179,KISS,Mark St. John,1956-02-07T00:00:00Z,2007-04-05T00:00:00Z
http://www.wikidata.org/entity/Q124179,KISS,Bruce Kulick,1953-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q124179,KISS,Tommy Thayer,1960-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q727362,Ayreon,Arjen Anthony Lucassen,1960-04-03T00:00:00Z,
http://www.wikidata.org/entity/Q727362,Ayreon,Ed Warby,1968-03-07T00:00:00Z,
http://www.wikidata.org/entity/Q126826,Aerosmith,Brad Whitford,1952-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q1159568,Danger Danger,Rob Marcello,1977-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q1408267,Riot,Mike Flyntz,1965-01-24T00:00:00Z,
http://www.wikidata.org/entity/Q1422381,The Raveonettes,Sune Rose Wagner,1968-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q1422381,The Raveonettes,Sune Rose Wagner,1973-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q1422381,The Raveonettes,Sharin Foo,1973-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q1408267,Riot,Bobby Jarzombek,1963-09-04T00:00:00Z,
http://www.wikidata.org/entity/Q1413921,Steeleye Span,Maddy Prior,1947-08-14T00:00:00Z,
http://www.wikidata.org/entity/Q174817,Soundgarden,Chris Cornell,1964-07-20T00:00:00Z,2017-05-17T00:00:00Z
http://www.wikidata.org/entity/Q174817,Soundgarden,Chris Cornell,1964-07-20T00:00:00Z,2017-05-18T00:00:00Z
http://www.wikidata.org/entity/Q1430380,Nomeansno,Tom Holliston,1960-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q1430380,Nomeansno,Rob Wright,1954-03-11T00:00:00Z,
http://www.wikidata.org/entity/Q1430380,Nomeansno,John Wright,1962-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1428953,Tesla,Jeff Keith,1958-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q1428953,Tesla,Frank Hannon,1966-10-03T00:00:00Z,
http://www.wikidata.org/entity/Q924820,Heavenly,Olivier Lapauze,1983-03-20T00:00:00Z,
http://www.wikidata.org/entity/Q170599,Arctic Monkeys,Alex Turner,1986-01-06T00:00:00Z,
http://www.wikidata.org/entity/Q924820,Heavenly,Benjamin Sotto,1980-09-22T00:00:00Z,
http://www.wikidata.org/entity/Q925641,Echo & the Bunnymen,Les Pattinson,1958-04-18T00:00:00Z,
http://www.wikidata.org/entity/Q124179,KISS,Paul Stanley,1952-01-20T00:00:00Z,
http://www.wikidata.org/entity/Q124179,KISS,Gene Simmons,1949-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q1491799,Quietdrive,Brandon Lanier,1985-06-05T00:00:00Z,
http://www.wikidata.org/entity/Q134969,R.E.M.,Michael Stipe,1960-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q1530667,Shining,Euge Valovirta,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1530667,Shining,Niklas Kvarforth,1983-12-07T00:00:00Z,
http://www.wikidata.org/entity/Q1491799,Quietdrive,Justin Bonhiver,1983-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q1530667,Shining,Andreas Casado,1982-09-10T00:00:00Z,
http://www.wikidata.org/entity/Q764483,Dope,Edsel Dope,1974-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q23479,HIM,Mika Karppinen,1971-02-08T00:00:00Z,
http://www.wikidata.org/entity/Q757606,Atomic Rooster,Carl Palmer,1950-03-20T00:00:00Z,
http://www.wikidata.org/entity/Q23479,HIM,Juhana Rantala,1974-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q764483,Dope,Ben Graves,1972-11-05T00:00:00Z,2018-05-09T00:00:00Z
http://www.wikidata.org/entity/Q847237,Goodbye Mr. Mackenzie,Shirley Manson,1966-08-26T00:00:00Z,
http://www.wikidata.org/entity/Q845926,Voivod,Jason Newsted,1963-03-04T00:00:00Z,
http://www.wikidata.org/entity/Q16366,El Cuarteto de Nos,Riki Musso,1964-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q16366,El Cuarteto de Nos,Santiago Tavella,1961-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q38361,Barão Vermelho,Cazuza,1958-04-04T00:00:00Z,1990-07-07T00:00:00Z
http://www.wikidata.org/entity/Q142701,Pearl Jam,Eddie Vedder,1964-12-23T00:00:00Z,
http://www.wikidata.org/entity/Q32865,Eloy,Frank Bornemann,1945-04-27T00:00:00Z,
http://www.wikidata.org/entity/Q126953,Gov't Mule,Warren Haynes,1960-04-06T00:00:00Z,
http://www.wikidata.org/entity/Q15862,Queen,Brian May,1947-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q22151,Muse,Christopher Wolstenholme,1978-12-02T00:00:00Z,
http://www.wikidata.org/entity/Q27593,AC/DC,Axl Rose,1962-02-06T00:00:00Z,
http://www.wikidata.org/entity/Q27593,AC/DC,Malcolm Young,1953-01-06T00:00:00Z,2017-11-18T00:00:00Z
http://www.wikidata.org/entity/Q845265,Public Image Ltd.,Jim Walker,1955-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q126826,Aerosmith,Joey Kramer,1950-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q126826,Aerosmith,Tom Hamilton,1951-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q1424974,Giant Sand,Howe Gelb,1956-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1428929,Los Hermanos,Rodrigo Amarante,1976-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q1335788,Red Krayola,Lora Logic,1960-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1335689,White Lion,Mike Tramp,1961-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q1339778,Skyclad,Keith Baxter,1971-02-19T00:00:00Z,2008-01-04T00:00:00Z
http://www.wikidata.org/entity/Q27593,AC/DC,Chris Slade,1946-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q27593,AC/DC,Cliff Williams,1949-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q23479,HIM,Ville Valo,1976-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q1344131,Sparks,Russell Mael,1948-10-05T00:00:00Z,
http://www.wikidata.org/entity/Q1344131,Sparks,Ron Mael,1945-08-12T00:00:00Z,
http://www.wikidata.org/entity/Q1340436,Endgames,Brian McGee,1959-03-08T00:00:00Z,
http://www.wikidata.org/entity/Q45188,Coldplay,Chris Martin,1977-03-02T00:00:00Z,
http://www.wikidata.org/entity/Q926799,Strawbs,Rick Wakeman,1949-05-18T00:00:00Z,
http://www.wikidata.org/entity/Q880812,Blackfield,Steven Wilson,1967-11-03T00:00:00Z,
http://www.wikidata.org/entity/Q826255,Suede,Bernard Butler,1970-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q826255,Suede,Brett Anderson,1967-09-29T00:00:00Z,
http://www.wikidata.org/entity/Q1138767,Samson,Bruce Dickinson,1958-08-07T00:00:00Z,
http://www.wikidata.org/entity/Q839817,Runrig,Rory Macdonald,1949-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q940536,The Damned,Captain Sensible,1954-04-24T00:00:00Z,
http://www.wikidata.org/entity/Q940536,The Damned,Brian James,1955-02-18T00:00:00Z,
http://www.wikidata.org/entity/Q921267,Phish,Jon Fishman,1965-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q940536,The Damned,Jon Moss,1957-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q841707,Smile,Brian May,1947-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q1071757,Voodoocult,Chuck Schuldiner,1967-05-13T00:00:00Z,2001-12-13T00:00:00Z
http://www.wikidata.org/entity/Q1138767,Samson,Mel Gaynor,1959-05-29T00:00:00Z,
http://www.wikidata.org/entity/Q1333372,Els Pets,Joan Reig i Solé,1963-03-16T00:00:00Z,
http://www.wikidata.org/entity/Q1339778,Skyclad,Kevin Ridley,1957-10-24T00:00:00Z,
http://www.wikidata.org/entity/Q1333372,Els Pets,Falin Cáceres,1963-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q1333372,Els Pets,Marc Grau i Guasch,1955-03-05T00:00:00Z,1999-04-25T00:00:00Z
http://www.wikidata.org/entity/Q1339778,Skyclad,George Biddle,1970-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q45354,The Doors,Jim Morrison,1943-12-08T00:00:00Z,1971-07-03T00:00:00Z
http://www.wikidata.org/entity/Q1164269,Danko Jones,John Calabrese,1974-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1163491,Quartz,Mick Hopkins,1946-01-03T00:00:00Z,
http://www.wikidata.org/entity/Q1159568,Danger Danger,Bruno Ravel,1964-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q1545459,The Easybeats,Harry Vanda,1946-03-22T00:00:00Z,
http://www.wikidata.org/entity/Q1545459,The Easybeats,George Young,1946-11-06T00:00:00Z,2017-10-22T00:00:00Z
http://www.wikidata.org/entity/Q1544817,The Feelies,Anton Fier,1956-06-20T00:00:00Z,
http://www.wikidata.org/entity/Q1122583,Indochine,Dimitri Bodianski,1964-04-03T00:00:00Z,
http://www.wikidata.org/entity/Q1122583,Indochine,Dominique Nicolas,1958-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q1048439,Traffic,Steve Winwood,1948-05-12T00:00:00Z,
http://www.wikidata.org/entity/Q1048439,Traffic,Steve Winwood,1948-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q728707,Noir Désir,Bertrand Cantat,1964-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q22151,Muse,Dominic Howard,1977-12-07T00:00:00Z,
http://www.wikidata.org/entity/Q1197277,Supercar,Koji Nakamura,1977-09-28T00:00:00Z,
http://www.wikidata.org/entity/Q1276681,E Street Band,Patti Scialfa,1953-07-29T00:00:00Z,
http://www.wikidata.org/entity/Q189382,King Crimson,Tony Levin,1946-06-06T00:00:00Z,
http://www.wikidata.org/entity/Q131422,The Animals,Eric Burdon,1941-05-11T00:00:00Z,
http://www.wikidata.org/entity/Q858388,The Cars,Elliot Easton,1953-12-18T00:00:00Z,
http://www.wikidata.org/entity/Q180598,The Smiths,Morrissey,1959-05-22T00:00:00Z,
http://www.wikidata.org/entity/Q858388,The Cars,David Robinson,1949-04-02T00:00:00Z,
http://www.wikidata.org/entity/Q858388,The Cars,Greg Hawkes,1952-10-22T00:00:00Z,
http://www.wikidata.org/entity/Q1355578,Ghost,Tobias Forge,1981-03-03T00:00:00Z,
http://www.wikidata.org/entity/Q1353720,Shadows Fall,Brian Fair,1975-05-30T00:00:00Z,
http://www.wikidata.org/entity/Q151890,Kreator,Mille Petrozza,1966-12-18T00:00:00Z,
http://www.wikidata.org/entity/Q178095,The Police,Andy Summers,1942-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q1353720,Shadows Fall,Matt Bachand,1977-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q27593,AC/DC,Bon Scott,1946-07-09T00:00:00Z,1980-02-19T00:00:00Z
http://www.wikidata.org/entity/Q27593,AC/DC,Brian Johnson,1947-10-05T00:00:00Z,
http://www.wikidata.org/entity/Q940536,The Damned,Lemmy,1945-12-24T00:00:00Z,2015-12-28T00:00:00Z
http://www.wikidata.org/entity/Q974802,The Damned Things,Joe Trohman,1984-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q1356252,UHF,António Manuel Ribeiro,1954-08-02T00:00:00Z,
http://www.wikidata.org/entity/Q1142870,Girlschool,Jackie Chambers,1964-03-27T00:00:00Z,
http://www.wikidata.org/entity/Q1378545,Southern All Stars,Makoto Saitō,1958-01-03T00:00:00Z,
http://www.wikidata.org/entity/Q1450558,The Cosmic Jokers,Klaus Schulze,1947-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q1142566,The National,Matt Berninger,1971-02-13T00:00:00Z,
http://www.wikidata.org/entity/Q61747725,Burning,Pepe Risi,1955-01-01T00:00:00Z,1997-05-09T00:00:00Z
http://www.wikidata.org/entity/Q61747725,Burning,Johnny Cifuentes,1955-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q1664392,Slaughter,Blas Elias,1967-08-18T00:00:00Z,
http://www.wikidata.org/entity/Q59211097,Petróleo,Ignatius Farray,1973-12-02T00:00:00Z,
http://www.wikidata.org/entity/Q1664392,Slaughter,Jeff Blando,1964-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q61747725,Burning,Toño Martín,1954-01-01T00:00:00Z,1991-05-09T00:00:00Z
http://www.wikidata.org/entity/Q1048439,Traffic,Jim Capaldi,1944-08-02T00:00:00Z,2005-01-28T00:00:00Z
http://www.wikidata.org/entity/Q1037763,Hollywood Rose,Chris Weber,1966-10-16T00:00:00Z,
http://www.wikidata.org/entity/Q1135582,Super Furry Animals,Dafydd Ieuan,1969-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q876705,The Sugarcubes,Björk,1965-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q1138767,Samson,Chris Aylmer,1957-01-01T00:00:00Z,2007-01-09T00:00:00Z
http://www.wikidata.org/entity/Q947339,OSI,Mike Portnoy,1967-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q1330850,Great White,Mark Kendall,1957-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q1328096,Boredoms,Yoshimi P-We,1968-02-18T00:00:00Z,
http://www.wikidata.org/entity/Q1330850,Great White,Michael Lardie,1958-09-08T00:00:00Z,
http://www.wikidata.org/entity/Q729505,Soft Machine,Alan Wakeman,1947-10-13T00:00:00Z,
http://www.wikidata.org/entity/Q1360784,Poisonblack,Marco Sneck,1978-10-19T00:00:00Z,
http://www.wikidata.org/entity/Q1378545,Southern All Stars,Keisuke Kuwata,1956-02-26T00:00:00Z,
http://www.wikidata.org/entity/Q27593,AC/DC,Stevie Young,1956-12-11T00:00:00Z,
http://www.wikidata.org/entity/Q45188,Coldplay,Will Champion,1978-07-31T00:00:00Z,
http://www.wikidata.org/entity/Q45188,Coldplay,Jonny Buckland,1977-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q1751524,The Weakerthans,Greg Smith,t2013762312,
http://www.wikidata.org/entity/Q1777698,Evanescence,Amy Lee,1981-12-13T00:00:00Z,
http://www.wikidata.org/entity/Q1758193,Xiu Xiu,Jamie Stewart,1978-03-02T00:00:00Z,
http://www.wikidata.org/entity/Q189382,King Crimson,Robert Fripp,1946-05-16T00:00:00Z,
http://www.wikidata.org/entity/Q157026,Dark Tranquillity,Anders Fridén,1973-03-25T00:00:00Z,
http://www.wikidata.org/entity/Q184217,The Smashing Pumpkins,Billy Corgan,1967-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q858388,The Cars,Benjamin Orr,1947-09-08T00:00:00Z,2000-10-03T00:00:00Z
http://www.wikidata.org/entity/Q858388,The Cars,Benjamin Orr,1947-09-08T00:00:00Z,2000-10-04T00:00:00Z
http://www.wikidata.org/entity/Q137758,Wishbone Ash,Martin Turner,1947-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q142701,Pearl Jam,Matt Cameron,1962-11-28T00:00:00Z,
http://www.wikidata.org/entity/Q142701,Pearl Jam,Jeff Ament,1963-03-10T00:00:00Z,
http://www.wikidata.org/entity/Q19560447,Ex Hex,Mary Timony,1970-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q18690363,Verenpisara,Santeri Kallio,1974-05-06T00:00:00Z,
http://www.wikidata.org/entity/Q18689956,Kyyria,Ville Tuomi,1972-09-19T00:00:00Z,
http://www.wikidata.org/entity/Q18690335,Tuoni,Aksu Hanttu,1979-03-19T00:00:00Z,
http://www.wikidata.org/entity/Q16841239,We Are Harlot,Danny Worsnop,1990-09-04T00:00:00Z,
http://www.wikidata.org/entity/Q18689956,Kyyria,Santeri Kallio,1974-05-06T00:00:00Z,
http://www.wikidata.org/entity/Q1228384,Los Brincos,Juan Pardo,1942-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q1276681,E Street Band,Garry Tallent,1949-10-27T00:00:00Z,
http://www.wikidata.org/entity/Q1276681,E Street Band,Max Weinberg,1951-04-13T00:00:00Z,
http://www.wikidata.org/entity/Q1228384,Los Brincos,Antonio Morales Barretto,1943-09-10T00:00:00Z,2014-04-15T00:00:00Z
http://www.wikidata.org/entity/Q1122583,Indochine,François Matuszenski,1966-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q1122583,Indochine,Ludwig Dahlberg,1978-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q1122583,Indochine,François Soulier,1966-03-20T00:00:00Z,
http://www.wikidata.org/entity/Q1122583,Indochine,Olivier Gérard,1973-09-25T00:00:00Z,
http://www.wikidata.org/entity/Q1122583,Indochine,Marc Éliard,1958-06-30T00:00:00Z,
http://www.wikidata.org/entity/Q916461,The Jam,Bruce Foxton,1955-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q943973,White Skull,Alex Mantiero,1967-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q943973,White Skull,Danilo Bar,1979-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q895739,Element of Crime,David Young,1949-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q873413,Daughtry,Chris Daughtry,1979-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q876705,The Sugarcubes,Einar Arnaldur Melax,1962-05-12T00:00:00Z,
http://www.wikidata.org/entity/Q1896831,Thy Serpent,Marko Tarvonen,1978-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q1795868,The Arnold Corns,David Bowie,1947-01-08T00:00:00Z,2016-01-10T00:00:00Z
http://www.wikidata.org/entity/Q1896831,Thy Serpent,Tomi Ullgrén,1978-06-07T00:00:00Z,
http://www.wikidata.org/entity/Q1424124,The Left Banke,Bert Sommer,1949-02-07T00:00:00Z,1990-07-23T00:00:00Z
http://www.wikidata.org/entity/Q1428813,Hanoi Rocks,Costello Hautamäki,1963-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q1423098,The Living End,Andy Strachan,1974-08-20T00:00:00Z,
http://www.wikidata.org/entity/Q142701,Pearl Jam,Boom Gaspar,1953-02-03T00:00:00Z,
http://www.wikidata.org/entity/Q18689956,Kyyria,Mika Karppinen,1971-02-08T00:00:00Z,
http://www.wikidata.org/entity/Q1378545,Southern All Stars,Yuko Hara,1956-12-11T00:00:00Z,
http://www.wikidata.org/entity/Q1157004,Generation X,Tony James,1953-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q29606,The Stone Roses,Reni,1964-04-10T00:00:00Z,
http://www.wikidata.org/entity/Q1360784,Poisonblack,Ville Laihiala,1973-06-13T00:00:00Z,
http://www.wikidata.org/entity/Q1360784,Poisonblack,Juha-Pekka Leppäluoto,1974-11-15T00:00:00Z,
http://www.wikidata.org/entity/Q178642,Soulfly,Max Cavalera,1969-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q180598,The Smiths,Johnny Marr,1963-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q873384,Santana,Neal Schon,1954-02-27T00:00:00Z,
http://www.wikidata.org/entity/Q873384,Santana,Carlos Santana,1947-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q873384,Santana,David Brown,1947-02-15T00:00:00Z,2000-09-04T00:00:00Z
http://www.wikidata.org/entity/Q938889,Rotting Christ,Sakis Tolis,1972-06-29T00:00:00Z,
http://www.wikidata.org/entity/Q936474,Mano Negra,Pierre Gauthé,1953-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q916461,The Jam,Rick Buckler,1955-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q880812,Blackfield,Aviv Geffen,1973-05-10T00:00:00Z,
http://www.wikidata.org/entity/Q916461,The Jam,Paul Weller,1958-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q1062355,The Alfee,Yasuo Miyake,1955-01-30T00:00:00Z,
http://www.wikidata.org/entity/Q1062355,The Alfee,Kohnosuke Sakazaki,1954-04-15T00:00:00Z,
http://www.wikidata.org/entity/Q1062355,The Alfee,Masaru Sakurai,1955-01-20T00:00:00Z,
http://www.wikidata.org/entity/Q1062355,The Alfee,Toshihiko Takamizawa,1954-04-17T00:00:00Z,
http://www.wikidata.org/entity/Q1068713,Cheap Trick,Bun E. Carlos,1950-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q1068713,Cheap Trick,Rick Nielsen,1948-12-22T00:00:00Z,
http://www.wikidata.org/entity/Q178095,The Police,Stewart Copeland,1952-07-16T00:00:00Z,
http://www.wikidata.org/entity/Q21468763,Tűzkerék xT,György Filip,1966-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q1625341,Holy Terror,Keith Deen,1956-05-25T00:00:00Z,2012-12-13T00:00:00Z
http://www.wikidata.org/entity/Q21509863,Trugschluss,Corine Mauch,1960-05-28T00:00:00Z,
http://www.wikidata.org/entity/Q64682479,Vision Lunar,Alexander Julien,1988-01-15T00:00:00Z,
http://www.wikidata.org/entity/Q50602684,Zen From Mars,Chip Z'Nuff,1968-09-10T00:00:00Z,
http://www.wikidata.org/entity/Q1052727,Mucc,Yukke,1979-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q869427,Country Joe and the Fish,David Bennett Cohen,1942-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q1052727,Mucc,Satochi,1979-08-12T00:00:00Z,
http://www.wikidata.org/entity/Q1052727,Mucc,Miya,1979-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q2062170,Trouble,Barry Stern,1960-01-24T00:00:00Z,2005-04-01T00:00:00Z
http://www.wikidata.org/entity/Q1934859,Montrose,Sean McNabb,1965-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q1934859,Montrose,Ronnie Montrose,1947-11-29T00:00:00Z,2012-03-03T00:00:00Z
http://www.wikidata.org/entity/Q1934859,Montrose,Keith St John,1969-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q1938866,Miss B. Haven,Anne Vig Skoven,1960-05-01T00:00:00Z,2013-03-27T00:00:00Z
http://www.wikidata.org/entity/Q1666414,Lift,Stephan Trepte,1950-07-20T00:00:00Z,2020-07-22T00:00:00Z
http://www.wikidata.org/entity/Q1675003,It Bites,Francis Dunnery,1962-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q142701,Pearl Jam,Stone Gossard,1966-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q142701,Pearl Jam,Mike McCready,1966-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q134969,R.E.M.,Bertis Downs IV,1956-07-13T00:00:00Z,
http://www.wikidata.org/entity/Q1051182,Nick Cave and the Bad Seeds,Jim Sclavunos,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1052727,Mucc,Tatsurou,1979-08-21T00:00:00Z,
http://www.wikidata.org/entity/Q1008489,Okean Elzy,Dmytro Shurov,1981-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q951532,Crazy Horse,Frank Sampedro,1949-02-25T00:00:00Z,
http://www.wikidata.org/entity/Q1008489,Okean Elzy,Svyatoslav Vakarchuk,1975-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q946852,Hiperkarma,Róbert Bérczesi,1976-09-12T00:00:00Z,
http://www.wikidata.org/entity/Q1896831,Thy Serpent,Miika Niemelä,1978-11-12T00:00:00Z,
http://www.wikidata.org/entity/Q1889163,Night Ranger,Brad Gillis,1957-06-15T00:00:00Z,
http://www.wikidata.org/entity/Q1896831,Thy Serpent,Alexi Laiho,1979-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q1896831,Thy Serpent,Teemu Raimoranta,1977-05-19T00:00:00Z,2003-03-16T00:00:00Z
http://www.wikidata.org/entity/Q1896831,Thy Serpent,Sami Tenetz,1973-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q57447239,Pip Blom,Pip Blom,1996-07-25T00:00:00Z,
http://www.wikidata.org/entity/Q1795868,The Arnold Corns,Mick Ronson,1946-05-26T00:00:00Z,1993-04-29T00:00:00Z
http://www.wikidata.org/entity/Q1795868,The Arnold Corns,Mick Ronson,1946-05-26T00:00:00Z,1993-04-30T00:00:00Z
http://www.wikidata.org/entity/Q134969,R.E.M.,Peter Buck,1956-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q134969,R.E.M.,Mike Mills,1958-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q134969,R.E.M.,Bill Berry,1958-07-31T00:00:00Z,
http://www.wikidata.org/entity/Q1276681,E Street Band,Steven Van Zandt,1950-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q1276681,E Street Band,Roy Bittan,1949-07-02T00:00:00Z,
http://www.wikidata.org/entity/Q1276681,E Street Band,Nils Lofgren,1951-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q1751524,The Weakerthans,John K. Samson,1973-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1745603,Klaus Renft Combo,Christian Kunert,1952-05-20T00:00:00Z,
http://www.wikidata.org/entity/Q1721488,Kaipa,Roine Stolt,1956-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q1753914,Saliva,Brad Stewart,1969-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q1754885,Magnum,Bob Catley,1947-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q1130493,Therapy?,Keith Baxter,1971-02-19T00:00:00Z,2008-01-04T00:00:00Z
http://www.wikidata.org/entity/Q1135315,Survivor,Robin McAuley,1953-01-20T00:00:00Z,
http://www.wikidata.org/entity/Q1135315,Survivor,Dave Bickler,1953-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q16821277,Alice Cooper,Michael Bruce,1948-03-16T00:00:00Z,
http://www.wikidata.org/entity/Q1455057,Spooky Tooth,Mick Jones,1944-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q1456129,Letters to Cleo,Kay Hanley,1968-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q1468680,In This Moment,Maria Brink,1977-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q18690359,Varjo,Jaani Peuhu,1978-08-17T00:00:00Z,
http://www.wikidata.org/entity/Q1135315,Survivor,Jim Peterik,1950-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q1073542,Anzen Chitai,Kōji Tamaki,1958-09-13T00:00:00Z,
http://www.wikidata.org/entity/Q18690363,Verenpisara,Tomi Koivusaari,1973-04-11T00:00:00Z,
http://www.wikidata.org/entity/Q1057960,Glay,Jiro,1972-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q1036973,Snowkel,Shin'ya Nishimura,1982-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q1026810,Paul Revere and the Raiders,Paul Revere,1938-01-07T00:00:00Z,2014-10-04T00:00:00Z
