DogName,Count,Rank,Date,Set
MYA DAVILA,1,1267,10/11/2017 12:00:00 AM,2
MYAH,1,1267,10/11/2017 12:00:00 AM,2
MYCROFT,1,1267,10/11/2017 12:00:00 AM,2
MYLO,1,1267,10/11/2017 12:00:00 AM,2
MYRA,1,1267,10/11/2017 12:00:00 AM,2
MYRNA,1,1267,10/11/2017 12:00:00 AM,2
MYSTERY,1,1267,10/11/2017 12:00:00 AM,2
MYSTIQUE,1,1267,10/11/2017 12:00:00 AM,2
NABI,1,1267,10/11/2017 12:00:00 AM,2
NAHKOHE,1,1267,10/11/2017 12:00:00 AM,2
NAIA,1,1267,10/11/2017 12:00:00 AM,2
NAILS TOO,1,1267,10/11/2017 12:00:00 AM,2
NAK,1,1267,10/11/2017 12:00:00 AM,2
NAKI,1,1267,10/11/2017 12:00:00 AM,2
NAKITA,1,1267,10/11/2017 12:00:00 AM,2
NAKOMA,1,1267,10/11/2017 12:00:00 AM,2
NALDO,1,1267,10/11/2017 12:00:00 AM,2
NALI,1,1267,10/11/2017 12:00:00 AM,2
NALO,1,1267,10/11/2017 12:00:00 AM,2
NAMASTE,1,1267,10/11/2017 12:00:00 AM,2
NAMINE,1,1267,10/11/2017 12:00:00 AM,2
NANCY,1,1267,10/11/2017 12:00:00 AM,2
NANTAHALA,1,1267,10/11/2017 12:00:00 AM,2
NANUK,1,1267,10/11/2017 12:00:00 AM,2
NAPALI,1,1267,10/11/2017 12:00:00 AM,2
NAPO,1,1267,10/11/2017 12:00:00 AM,2
NAPPA,1,1267,10/11/2017 12:00:00 AM,2
NAPU,1,1267,10/11/2017 12:00:00 AM,2
NASH,1,1267,10/11/2017 12:00:00 AM,2
NATASHA,1,1267,10/11/2017 12:00:00 AM,2
NATCHIQ,1,1267,10/11/2017 12:00:00 AM,2
NATHLIE,1,1267,10/11/2017 12:00:00 AM,2
NAVERA,1,1267,10/11/2017 12:00:00 AM,2
NAYLA,1,1267,10/11/2017 12:00:00 AM,2
NAZ,1,1267,10/11/2017 12:00:00 AM,2
NECA,1,1267,10/11/2017 12:00:00 AM,2
NED,1,1267,10/11/2017 12:00:00 AM,2
NEEKO,1,1267,10/11/2017 12:00:00 AM,2
NEESA,1,1267,10/11/2017 12:00:00 AM,2
NEESHA,1,1267,10/11/2017 12:00:00 AM,2
NELLY,1,1267,10/11/2017 12:00:00 AM,2
NENA,1,1267,10/11/2017 12:00:00 AM,2
NESTLE,1,1267,10/11/2017 12:00:00 AM,2
NETTI,1,1267,10/11/2017 12:00:00 AM,2
NEVE,1,1267,10/11/2017 12:00:00 AM,2
NEVILLE,1,1267,10/11/2017 12:00:00 AM,2
NEWBIE,1,1267,10/11/2017 12:00:00 AM,2
NEWTOK,1,1267,10/11/2017 12:00:00 AM,2
NIBBLES,1,1267,10/11/2017 12:00:00 AM,2
NICOH,1,1267,10/11/2017 12:00:00 AM,2
NICOLETTE,1,1267,10/11/2017 12:00:00 AM,2
NIFFLER,1,1267,10/11/2017 12:00:00 AM,2
NIKA MARIE,1,1267,10/11/2017 12:00:00 AM,2
NIKISKI,1,1267,10/11/2017 12:00:00 AM,2
NIKODEMUS,1,1267,10/11/2017 12:00:00 AM,2
NIKU,1,1267,10/11/2017 12:00:00 AM,2
NILCHIK,1,1267,10/11/2017 12:00:00 AM,2
NILLA VANILL,1,1267,10/11/2017 12:00:00 AM,2
NILLI WAFER,1,1267,10/11/2017 12:00:00 AM,2
NIMH,1,1267,10/11/2017 12:00:00 AM,2
NINJA,1,1267,10/11/2017 12:00:00 AM,2
NINO,1,1267,10/11/2017 12:00:00 AM,2
NISKA,1,1267,10/11/2017 12:00:00 AM,2
NISMO,1,1267,10/11/2017 12:00:00 AM,2
NITRO,1,1267,10/11/2017 12:00:00 AM,2
NIZINA,1,1267,10/11/2017 12:00:00 AM,2
NOAH,1,1267,10/11/2017 12:00:00 AM,2
NOBLE,1,1267,10/11/2017 12:00:00 AM,2
NOCTA,1,1267,10/11/2017 12:00:00 AM,2
NOIR,1,1267,10/11/2017 12:00:00 AM,2
NOLLAIG,1,1267,10/11/2017 12:00:00 AM,2
NONNIE,1,1267,10/11/2017 12:00:00 AM,2
NOOKAH,1,1267,10/11/2017 12:00:00 AM,2
NOOKIE,1,1267,10/11/2017 12:00:00 AM,2
NOOSHKA,1,1267,10/11/2017 12:00:00 AM,2
NOOT,1,1267,10/11/2017 12:00:00 AM,2
NORA,1,1267,10/11/2017 12:00:00 AM,2
NORI,1,1267,10/11/2017 12:00:00 AM,2
NOSEGOES,1,1267,10/11/2017 12:00:00 AM,2
NOSSI,1,1267,10/11/2017 12:00:00 AM,2
NOVAK,1,1267,10/11/2017 12:00:00 AM,2
NOVALEE,1,1267,10/11/2017 12:00:00 AM,2
NOVI,1,1267,10/11/2017 12:00:00 AM,2
NOVO,1,1267,10/11/2017 12:00:00 AM,2
NUBIS,1,1267,10/11/2017 12:00:00 AM,2
NUGGETS,1,1267,10/11/2017 12:00:00 AM,2
NUMBER 2,1,1267,10/11/2017 12:00:00 AM,2
NUNA,1,1267,10/11/2017 12:00:00 AM,2
NUNU,1,1267,10/11/2017 12:00:00 AM,2
NUSHKA,1,1267,10/11/2017 12:00:00 AM,2
NUTMEG,1,1267,10/11/2017 12:00:00 AM,2
NYE,1,1267,10/11/2017 12:00:00 AM,2
NYEA,1,1267,10/11/2017 12:00:00 AM,2
NYKE,1,1267,10/11/2017 12:00:00 AM,2
NYSSA,1,1267,10/11/2017 12:00:00 AM,2
OAKIE,1,1267,10/11/2017 12:00:00 AM,2
OAXACA JOE,1,1267,10/11/2017 12:00:00 AM,2
OBIE,1,1267,10/11/2017 12:00:00 AM,2
OBI-WAN,1,1267,10/11/2017 12:00:00 AM,2
OCEAN,1,1267,10/11/2017 12:00:00 AM,2
OCTAVIOUS,1,1267,10/11/2017 12:00:00 AM,2
ODELL,1,1267,10/11/2017 12:00:00 AM,2
ODO,1,1267,10/11/2017 12:00:00 AM,2
ODYSSEUS,1,1267,10/11/2017 12:00:00 AM,2
OH,1,1267,10/11/2017 12:00:00 AM,2
OKAMI,1,1267,10/11/2017 12:00:00 AM,2
OKSTUKOK,1,1267,10/11/2017 12:00:00 AM,2
OLE,1,1267,10/11/2017 12:00:00 AM,2
OLI,1,1267,10/11/2017 12:00:00 AM,2
OLIVE OYL,1,1267,10/11/2017 12:00:00 AM,2
OLIVERFENWAY,1,1267,10/11/2017 12:00:00 AM,2
OLLI,1,1267,10/11/2017 12:00:00 AM,2
OLSEN,1,1267,10/11/2017 12:00:00 AM,2
OMA,1,1267,10/11/2017 12:00:00 AM,2
OMAR,1,1267,10/11/2017 12:00:00 AM,2
ONA,1,1267,10/11/2017 12:00:00 AM,2
ONYAH,1,1267,10/11/2017 12:00:00 AM,2
OOKA,1,1267,10/11/2017 12:00:00 AM,2
OOLJEE,1,1267,10/11/2017 12:00:00 AM,2
OONA,1,1267,10/11/2017 12:00:00 AM,2
OOPA,1,1267,10/11/2017 12:00:00 AM,2
OOSHKA,1,1267,10/11/2017 12:00:00 AM,2
OPHELIA,1,1267,10/11/2017 12:00:00 AM,2
OPTIMUS,1,1267,10/11/2017 12:00:00 AM,2
OPUS,1,1267,10/11/2017 12:00:00 AM,2
ORKA,1,1267,10/11/2017 12:00:00 AM,2
ORLY,1,1267,10/11/2017 12:00:00 AM,2
ORSO NERO,1,1267,10/11/2017 12:00:00 AM,2
ORZO,1,1267,10/11/2017 12:00:00 AM,2
OSHIE,1,1267,10/11/2017 12:00:00 AM,2
OSITO,1,1267,10/11/2017 12:00:00 AM,2
OSLO,1,1267,10/11/2017 12:00:00 AM,2
OSO SPUNKY,1,1267,10/11/2017 12:00:00 AM,2
OZARK,1,1267,10/11/2017 12:00:00 AM,2
PABLO,1,1267,10/11/2017 12:00:00 AM,2
PACHA,1,1267,10/11/2017 12:00:00 AM,2
PADDINGTON,1,1267,10/11/2017 12:00:00 AM,2
PADME,1,1267,10/11/2017 12:00:00 AM,2
PAGAN,1,1267,10/11/2017 12:00:00 AM,2
PAGE,1,1267,10/11/2017 12:00:00 AM,2
PAIGE,1,1267,10/11/2017 12:00:00 AM,2
PALIN,1,1267,10/11/2017 12:00:00 AM,2
PALOOPA,1,1267,10/11/2017 12:00:00 AM,2
PANCH,1,1267,10/11/2017 12:00:00 AM,2
PANCHO,1,1267,10/11/2017 12:00:00 AM,2
PANDA JACK,1,1267,10/11/2017 12:00:00 AM,2
PANDORA,1,1267,10/11/2017 12:00:00 AM,2
PANZER,1,1267,10/11/2017 12:00:00 AM,2
PAPA,1,1267,10/11/2017 12:00:00 AM,2
PAPPY,1,1267,10/11/2017 12:00:00 AM,2
PASHKA,1,1267,10/11/2017 12:00:00 AM,2
PATERSON,1,1267,10/11/2017 12:00:00 AM,2
PATIENCE,1,1267,10/11/2017 12:00:00 AM,2
PATRICK,1,1267,10/11/2017 12:00:00 AM,2
PATRIOT,1,1267,10/11/2017 12:00:00 AM,2
PATRON,1,1267,10/11/2017 12:00:00 AM,2
PATSY,1,1267,10/11/2017 12:00:00 AM,2
PATTI,1,1267,10/11/2017 12:00:00 AM,2
PAXON,1,1267,10/11/2017 12:00:00 AM,2
PAZZO,1,1267,10/11/2017 12:00:00 AM,2
PEACHES ANNE,1,1267,10/11/2017 12:00:00 AM,2
PEAK,1,1267,10/11/2017 12:00:00 AM,2
PEASLEY,1,1267,10/11/2017 12:00:00 AM,2
PEAT,1,1267,10/11/2017 12:00:00 AM,2
PEDEY,1,1267,10/11/2017 12:00:00 AM,2
PEDRO,1,1267,10/11/2017 12:00:00 AM,2
PEEKABOO,1,1267,10/11/2017 12:00:00 AM,2
PEEPS,1,1267,10/11/2017 12:00:00 AM,2
PENNIE,1,1267,10/11/2017 12:00:00 AM,2
PENNYWOLF,1,1267,10/11/2017 12:00:00 AM,2
PEP,1,1267,10/11/2017 12:00:00 AM,2
PEPE LE PEAU,1,1267,10/11/2017 12:00:00 AM,2
PEPPA,1,1267,10/11/2017 12:00:00 AM,2
PEPPER ANN,1,1267,10/11/2017 12:00:00 AM,2
PEPPER LOU,1,1267,10/11/2017 12:00:00 AM,2
PEPPERMINT,1,1267,10/11/2017 12:00:00 AM,2
PEPSI K-OZ,1,1267,10/11/2017 12:00:00 AM,2
PEQUENO,1,1267,10/11/2017 12:00:00 AM,2
PER,1,1267,10/11/2017 12:00:00 AM,2
PERCEUS,1,1267,10/11/2017 12:00:00 AM,2
PERRY,1,1267,10/11/2017 12:00:00 AM,2
PESO,1,1267,10/11/2017 12:00:00 AM,2
PESTO,1,1267,10/11/2017 12:00:00 AM,2
PETEY JANE,1,1267,10/11/2017 12:00:00 AM,2
PETIE,1,1267,10/11/2017 12:00:00 AM,2
PEYTON,1,1267,10/11/2017 12:00:00 AM,2
PHACKUPPIE,1,1267,10/11/2017 12:00:00 AM,2
PHARO,1,1267,10/11/2017 12:00:00 AM,2
PHEDRA,1,1267,10/11/2017 12:00:00 AM,2
PHEONIX,1,1267,10/11/2017 12:00:00 AM,2
PHIL,1,1267,10/11/2017 12:00:00 AM,2
PHILLY,1,1267,10/11/2017 12:00:00 AM,2
PHIN,1,1267,10/11/2017 12:00:00 AM,2
PHINEAUS,1,1267,10/11/2017 12:00:00 AM,2
PHINNEAS,1,1267,10/11/2017 12:00:00 AM,2
PHISH,1,1267,10/11/2017 12:00:00 AM,2
PI,1,1267,10/11/2017 12:00:00 AM,2
PICARD,1,1267,10/11/2017 12:00:00 AM,2
PIE,1,1267,10/11/2017 12:00:00 AM,2
PIERRE,1,1267,10/11/2017 12:00:00 AM,2
PIGGY,1,1267,10/11/2017 12:00:00 AM,2
PIKE,1,1267,10/11/2017 12:00:00 AM,2
PILAR,1,1267,10/11/2017 12:00:00 AM,2
PINCIA,1,1267,10/11/2017 12:00:00 AM,2
PINECONE,1,1267,10/11/2017 12:00:00 AM,2
PINOT,1,1267,10/11/2017 12:00:00 AM,2
PINT,1,1267,10/11/2017 12:00:00 AM,2
PISTEN,1,1267,10/11/2017 12:00:00 AM,2
PISTOL,1,1267,10/11/2017 12:00:00 AM,2
PISTOL PETE,1,1267,10/11/2017 12:00:00 AM,2
PIXI,1,1267,10/11/2017 12:00:00 AM,2
PIXIE DIXIE,1,1267,10/11/2017 12:00:00 AM,2
PLACER,1,1267,10/11/2017 12:00:00 AM,2
PLATO,1,1267,10/11/2017 12:00:00 AM,2
PLAYA,1,1267,10/11/2017 12:00:00 AM,2
PLAYER,1,1267,10/11/2017 12:00:00 AM,2
PLINY,1,1267,10/11/2017 12:00:00 AM,2
PLUM,1,1267,10/11/2017 12:00:00 AM,2
PLUTO,1,1267,10/11/2017 12:00:00 AM,2
PNUT,1,1267,10/11/2017 12:00:00 AM,2
POCHI,1,1267,10/11/2017 12:00:00 AM,2
POCKETS,1,1267,10/11/2017 12:00:00 AM,2
POCO,1,1267,10/11/2017 12:00:00 AM,2
POE,1,1267,10/11/2017 12:00:00 AM,2
POET,1,1267,10/11/2017 12:00:00 AM,2
POKEY,1,1267,10/11/2017 12:00:00 AM,2
POKITZ,1,1267,10/11/2017 12:00:00 AM,2
POKY,1,1267,10/11/2017 12:00:00 AM,2
POLAR EXPRES,1,1267,10/11/2017 12:00:00 AM,2
POLDI,1,1267,10/11/2017 12:00:00 AM,2
POLO,1,1267,10/11/2017 12:00:00 AM,2
POLU,1,1267,10/11/2017 12:00:00 AM,2
POMMY,1,1267,10/11/2017 12:00:00 AM,2
PONG PONG,1,1267,10/11/2017 12:00:00 AM,2
PONGO,1,1267,10/11/2017 12:00:00 AM,2
PONO,1,1267,10/11/2017 12:00:00 AM,2
POOCHIE,1,1267,10/11/2017 12:00:00 AM,2
POODLE,1,1267,10/11/2017 12:00:00 AM,2
POOH,1,1267,10/11/2017 12:00:00 AM,2
POOKAH,1,1267,10/11/2017 12:00:00 AM,2
POOPER,1,1267,10/11/2017 12:00:00 AM,2
POOPY,1,1267,10/11/2017 12:00:00 AM,2
POPCORN,1,1267,10/11/2017 12:00:00 AM,2
POPPY JO,1,1267,10/11/2017 12:00:00 AM,2
POQUITO,1,1267,10/11/2017 12:00:00 AM,2
PORK CHOP,1,1267,10/11/2017 12:00:00 AM,2
PORKCHOP,1,1267,10/11/2017 12:00:00 AM,2
POSIEDON,1,1267,10/11/2017 12:00:00 AM,2
POTATO,1,1267,10/11/2017 12:00:00 AM,2
POWND,1,1267,10/11/2017 12:00:00 AM,2
POYKA,1,1267,10/11/2017 12:00:00 AM,2
PREACHER,1,1267,10/11/2017 12:00:00 AM,2
PRESLEY,1,1267,10/11/2017 12:00:00 AM,2
PRETZEL,1,1267,10/11/2017 12:00:00 AM,2
PRIM,1,1267,10/11/2017 12:00:00 AM,2
PRIMROSE,1,1267,10/11/2017 12:00:00 AM,2
PRIN. KAMIRA,1,1267,10/11/2017 12:00:00 AM,2
PRINCE FREDR,1,1267,10/11/2017 12:00:00 AM,2
PRINCESS PEA,1,1267,10/11/2017 12:00:00 AM,2
PRINGLE,1,1267,10/11/2017 12:00:00 AM,2
PRISSY,1,1267,10/11/2017 12:00:00 AM,2
PRO.FINBAR,1,1267,10/11/2017 12:00:00 AM,2
PRYN,1,1267,10/11/2017 12:00:00 AM,2
PUAKO,1,1267,10/11/2017 12:00:00 AM,2
PUDDLE,1,1267,10/11/2017 12:00:00 AM,2
PUDGE,1,1267,10/11/2017 12:00:00 AM,2
PUERQUITO,1,1267,10/11/2017 12:00:00 AM,2
PUFF,1,1267,10/11/2017 12:00:00 AM,2
PUFFIN,1,1267,10/11/2017 12:00:00 AM,2
PUGSY,1,1267,10/11/2017 12:00:00 AM,2
PUHN-KIN,1,1267,10/11/2017 12:00:00 AM,2
PUK PUY,1,1267,10/11/2017 12:00:00 AM,2
PUKI,1,1267,10/11/2017 12:00:00 AM,2
PUKU,1,1267,10/11/2017 12:00:00 AM,2
PUMPKIN,1,1267,10/11/2017 12:00:00 AM,2
PUNGO,1,1267,10/11/2017 12:00:00 AM,2
PUNZI,1,1267,10/11/2017 12:00:00 AM,2
PURPLE RAIN,1,1267,10/11/2017 12:00:00 AM,2
PUYUQ,1,1267,10/11/2017 12:00:00 AM,2
PUZON,1,1267,10/11/2017 12:00:00 AM,2
PUZZLES,1,1267,10/11/2017 12:00:00 AM,2
PW,1,1267,10/11/2017 12:00:00 AM,2
PY,1,1267,10/11/2017 12:00:00 AM,2
QIVLIQ,1,1267,10/11/2017 12:00:00 AM,2
QUARTZ,1,1267,10/11/2017 12:00:00 AM,2
QUE,1,1267,10/11/2017 12:00:00 AM,2
QUENN,1,1267,10/11/2017 12:00:00 AM,2
QUESSI,1,1267,10/11/2017 12:00:00 AM,2
QUIGLEY,1,1267,10/11/2017 12:00:00 AM,2
QUORRA,1,1267,10/11/2017 12:00:00 AM,2
QUOY,1,1267,10/11/2017 12:00:00 AM,2
QUOYLE,1,1267,10/11/2017 12:00:00 AM,2
R2,1,1267,10/11/2017 12:00:00 AM,2
RACHEL,1,1267,10/11/2017 12:00:00 AM,2
RACHELL,1,1267,10/11/2017 12:00:00 AM,2
RAEDO,1,1267,10/11/2017 12:00:00 AM,2
RAGS,1,1267,10/11/2017 12:00:00 AM,2
RAIDEN,1,1267,10/11/2017 12:00:00 AM,2
RAIN,1,1267,10/11/2017 12:00:00 AM,2
RAINFLY,1,1267,10/11/2017 12:00:00 AM,2
RAIVO,1,1267,10/11/2017 12:00:00 AM,2
RAIZO,1,1267,10/11/2017 12:00:00 AM,2
RAJ,1,1267,10/11/2017 12:00:00 AM,2
RALEIGH,1,1267,10/11/2017 12:00:00 AM,2
RALLY,1,1267,10/11/2017 12:00:00 AM,2
RAMON,1,1267,10/11/2017 12:00:00 AM,2
RAMONA,1,1267,10/11/2017 12:00:00 AM,2
RAMPAGE,1,1267,10/11/2017 12:00:00 AM,2
RANDALL,1,1267,10/11/2017 12:00:00 AM,2
RANGITIKEI,1,1267,10/11/2017 12:00:00 AM,2
RASHA,1,1267,10/11/2017 12:00:00 AM,2
RASPUTIN,1,1267,10/11/2017 12:00:00 AM,2
RASTUS,1,1267,10/11/2017 12:00:00 AM,2
RAT DOG,1,1267,10/11/2017 12:00:00 AM,2
RATON,1,1267,10/11/2017 12:00:00 AM,2
RAVYN,1,1267,10/11/2017 12:00:00 AM,2
RAWLEY,1,1267,10/11/2017 12:00:00 AM,2
RAWLLIE,1,1267,10/11/2017 12:00:00 AM,2
RAYANN,1,1267,10/11/2017 12:00:00 AM,2
RAYLYN,1,1267,10/11/2017 12:00:00 AM,2
RAYNIE MAE,1,1267,10/11/2017 12:00:00 AM,2
RAZ,1,1267,10/11/2017 12:00:00 AM,2
RAZEE,1,1267,10/11/2017 12:00:00 AM,2
RAZOR,1,1267,10/11/2017 12:00:00 AM,2
RAZZLE,1,1267,10/11/2017 12:00:00 AM,2
REBA JEAN,1,1267,10/11/2017 12:00:00 AM,2
RECCO,1,1267,10/11/2017 12:00:00 AM,2
RECON,1,1267,10/11/2017 12:00:00 AM,2
REDDY,1,1267,10/11/2017 12:00:00 AM,2
REECE,1,1267,10/11/2017 12:00:00 AM,2
REEFER,1,1267,10/11/2017 12:00:00 AM,2
REESE,1,1267,10/11/2017 12:00:00 AM,2
REGAL,1,1267,10/11/2017 12:00:00 AM,2
REGAN,1,1267,10/11/2017 12:00:00 AM,2
REIGN,1,1267,10/11/2017 12:00:00 AM,2
REIKER,1,1267,10/11/2017 12:00:00 AM,2
REILEY,1,1267,10/11/2017 12:00:00 AM,2
REILLY,1,1267,10/11/2017 12:00:00 AM,2
RELLA,1,1267,10/11/2017 12:00:00 AM,2
REMMIE,1,1267,10/11/2017 12:00:00 AM,2
REMMINGTON,1,1267,10/11/2017 12:00:00 AM,2
RENA,1,1267,10/11/2017 12:00:00 AM,2
RENI,1,1267,10/11/2017 12:00:00 AM,2
RENJI,1,1267,10/11/2017 12:00:00 AM,2
RENLEY,1,1267,10/11/2017 12:00:00 AM,2
RENNY,1,1267,10/11/2017 12:00:00 AM,2
REPTAR,1,1267,10/11/2017 12:00:00 AM,2
REV,1,1267,10/11/2017 12:00:00 AM,2
REVOLVER,1,1267,10/11/2017 12:00:00 AM,2
REXI,1,1267,10/11/2017 12:00:00 AM,2
REXIE,1,1267,10/11/2017 12:00:00 AM,2
RHAEGAL,1,1267,10/11/2017 12:00:00 AM,2
RHAEGER,1,1267,10/11/2017 12:00:00 AM,2
RHEE,1,1267,10/11/2017 12:00:00 AM,2
RHET,1,1267,10/11/2017 12:00:00 AM,2
RHETT,1,1267,10/11/2017 12:00:00 AM,2
RHODI,1,1267,10/11/2017 12:00:00 AM,2
RHUBARB,1,1267,10/11/2017 12:00:00 AM,2
RIA,1,1267,10/11/2017 12:00:00 AM,2
RIBBON,1,1267,10/11/2017 12:00:00 AM,2
RICKI,1,1267,10/11/2017 12:00:00 AM,2
RICO,1,1267,10/11/2017 12:00:00 AM,2
RICOO,1,1267,10/11/2017 12:00:00 AM,2
RIDLEY,1,1267,10/11/2017 12:00:00 AM,2
RIFLE,1,1267,10/11/2017 12:00:00 AM,2
RIGGINS,1,1267,10/11/2017 12:00:00 AM,2
RIGGS,1,1267,10/11/2017 12:00:00 AM,2
RIGLEY,1,1267,10/11/2017 12:00:00 AM,2
RIKKU,1,1267,10/11/2017 12:00:00 AM,2
RIKU,1,1267,10/11/2017 12:00:00 AM,2
RILEE,1,1267,10/11/2017 12:00:00 AM,2
RILEY HOOD,1,1267,10/11/2017 12:00:00 AM,2
RILEY TWO,1,1267,10/11/2017 12:00:00 AM,2
RILIAN,1,1267,10/11/2017 12:00:00 AM,2
RINCON,1,1267,10/11/2017 12:00:00 AM,2
RIPLEE,1,1267,10/11/2017 12:00:00 AM,2
RIPLEY 2,1,1267,10/11/2017 12:00:00 AM,2
RIPPER,1,1267,10/11/2017 12:00:00 AM,2
RIPPLY,1,1267,10/11/2017 12:00:00 AM,2
RIPTIDE,1,1267,10/11/2017 12:00:00 AM,2
RISKY,1,1267,10/11/2017 12:00:00 AM,2
RITA,1,1267,10/11/2017 12:00:00 AM,2
RIVET,1,1267,10/11/2017 12:00:00 AM,2
RIZZLE,1,1267,10/11/2017 12:00:00 AM,2
RJ,1,1267,10/11/2017 12:00:00 AM,2
RJ SHILO,1,1267,10/11/2017 12:00:00 AM,2
ROANOKEE,1,1267,10/11/2017 12:00:00 AM,2
ROARK,1,1267,10/11/2017 12:00:00 AM,2
ROBBIE JR,1,1267,10/11/2017 12:00:00 AM,2
ROBESON,1,1267,10/11/2017 12:00:00 AM,2
ROBIN HOOD,1,1267,10/11/2017 12:00:00 AM,2
ROBY,1,1267,10/11/2017 12:00:00 AM,2
ROCK,1,1267,10/11/2017 12:00:00 AM,2
ROCKET E,1,1267,10/11/2017 12:00:00 AM,2
ROCKI,1,1267,10/11/2017 12:00:00 AM,2
ROCKSIE,1,1267,10/11/2017 12:00:00 AM,2
ROCKSTAR,1,1267,10/11/2017 12:00:00 AM,2
ROCKY II,1,1267,10/11/2017 12:00:00 AM,2
ROCKY MT.,1,1267,10/11/2017 12:00:00 AM,2
ROCKY ROAD,1,1267,10/11/2017 12:00:00 AM,2
ROCKY ROLL,1,1267,10/11/2017 12:00:00 AM,2
RODDY,1,1267,10/11/2017 12:00:00 AM,2
ROE,1,1267,10/11/2017 12:00:00 AM,2
ROGAN,1,1267,10/11/2017 12:00:00 AM,2
ROKI,1,1267,10/11/2017 12:00:00 AM,2
ROLAND,1,1267,10/11/2017 12:00:00 AM,2
ROLLO,1,1267,10/11/2017 12:00:00 AM,2
ROMAC,1,1267,10/11/2017 12:00:00 AM,2
RON,1,1267,10/11/2017 12:00:00 AM,2
RONDO,1,1267,10/11/2017 12:00:00 AM,2
RONDY,1,1267,10/11/2017 12:00:00 AM,2
ROO!,1,1267,10/11/2017 12:00:00 AM,2
ROSA MAXIE,1,1267,10/11/2017 12:00:00 AM,2
ROSALINE,1,1267,10/11/2017 12:00:00 AM,2
ROSCO P COLT,1,1267,10/11/2017 12:00:00 AM,2
ROSEBUD,1,1267,10/11/2017 12:00:00 AM,2
ROSEE,1,1267,10/11/2017 12:00:00 AM,2
ROSHAIN,1,1267,10/11/2017 12:00:00 AM,2
ROSIE DEE,1,1267,10/11/2017 12:00:00 AM,2
ROSS,1,1267,10/11/2017 12:00:00 AM,2
ROSY,1,1267,10/11/2017 12:00:00 AM,2
ROUX,1,1267,10/11/2017 12:00:00 AM,2
ROWDEY,1,1267,10/11/2017 12:00:00 AM,2
ROWZER,1,1267,10/11/2017 12:00:00 AM,2
ROXXY,1,1267,10/11/2017 12:00:00 AM,2
ROZSA,1,1267,10/11/2017 12:00:00 AM,2
RUBEN,1,1267,10/11/2017 12:00:00 AM,2
RUBERT (RUBY,1,1267,10/11/2017 12:00:00 AM,2
RUBIO,1,1267,10/11/2017 12:00:00 AM,2
RUBY DELICOU,1,1267,10/11/2017 12:00:00 AM,2
RUBY ROSE,1,1267,10/11/2017 12:00:00 AM,2
RUCA,1,1267,10/11/2017 12:00:00 AM,2
RUCKEE,1,1267,10/11/2017 12:00:00 AM,2
RUCKUS,1,1267,10/11/2017 12:00:00 AM,2
RUDI,1,1267,10/11/2017 12:00:00 AM,2
RUDOLPH,1,1267,10/11/2017 12:00:00 AM,2
RUGBY,1,1267,10/11/2017 12:00:00 AM,2
RUGER MATHE,1,1267,10/11/2017 12:00:00 AM,2
RUGGER,1,1267,10/11/2017 12:00:00 AM,2
RUGGLES,1,1267,10/11/2017 12:00:00 AM,2
RUKA,1,1267,10/11/2017 12:00:00 AM,2
RULA,1,1267,10/11/2017 12:00:00 AM,2
RUMBLE,1,1267,10/11/2017 12:00:00 AM,2
RUMOR,1,1267,10/11/2017 12:00:00 AM,2
RUSSEL,1,1267,10/11/2017 12:00:00 AM,2
RUSTLER,1,1267,10/11/2017 12:00:00 AM,2
RUTGER,1,1267,10/11/2017 12:00:00 AM,2
RUTH,1,1267,10/11/2017 12:00:00 AM,2
RUTHIE,1,1267,10/11/2017 12:00:00 AM,2
RYA,1,1267,10/11/2017 12:00:00 AM,2
RYLEE,1,1267,10/11/2017 12:00:00 AM,2
RYLIE,1,1267,10/11/2017 12:00:00 AM,2
RYOGA,1,1267,10/11/2017 12:00:00 AM,2
S,1,1267,10/11/2017 12:00:00 AM,2
S KIE,1,1267,10/11/2017 12:00:00 AM,2
SABAKA,1,1267,10/11/2017 12:00:00 AM,2
SABASTIAN,1,1267,10/11/2017 12:00:00 AM,2
SABER,1,1267,10/11/2017 12:00:00 AM,2
SABRE,1,1267,10/11/2017 12:00:00 AM,2
SABRINA,1,1267,10/11/2017 12:00:00 AM,2
SACHI,1,1267,10/11/2017 12:00:00 AM,2
SADIE BROWN,1,1267,10/11/2017 12:00:00 AM,2
SADIE GIRL,1,1267,10/11/2017 12:00:00 AM,2
SAFFRON,1,1267,10/11/2017 12:00:00 AM,2
SAHIRA,1,1267,10/11/2017 12:00:00 AM,2
SAIDAH,1,1267,10/11/2017 12:00:00 AM,2
SAIGE,1,1267,10/11/2017 12:00:00 AM,2
SAILISH,1,1267,10/11/2017 12:00:00 AM,2
SAKA,1,1267,10/11/2017 12:00:00 AM,2
SAKAN,1,1267,10/11/2017 12:00:00 AM,2
SAKARI ESKA,1,1267,10/11/2017 12:00:00 AM,2
SAKI,1,1267,10/11/2017 12:00:00 AM,2
SAKURA,1,1267,10/11/2017 12:00:00 AM,2
SALA,1,1267,10/11/2017 12:00:00 AM,2
SALCHA,1,1267,10/11/2017 12:00:00 AM,2
SAMARA,1,1267,10/11/2017 12:00:00 AM,2
SAMBA,1,1267,10/11/2017 12:00:00 AM,2
SAMBO,1,1267,10/11/2017 12:00:00 AM,2
SAMII,1,1267,10/11/2017 12:00:00 AM,2
SAMUEL,1,1267,10/11/2017 12:00:00 AM,2
